canonical_sku,category,manufacturer,model,series,description,sample_skus,confidence,reason
SA70-001420,"Grab Bars","Bradley",SA70-001420,"Security Series","Security series stainless steel grab bar, straight, 1-1/2"" O.D., 42"" L, front mounted",SA70-001420,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
SA70-001480,"Grab Bars","Bradley",SA70-001480,"Security Series","Security series stainless steel grab bar, straight, 1-1/2"" O.D., 48"" L, front mounted",SA70-001480,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
8B1-0011800,"Grab Bars","Bradley",8B1-0011800,"Elvari","Oval grab bar, 18"" L, stainless steel, satin finish",8B1-0011800,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
8B1-0012400,"Grab Bars","Bradley",8B1-0012400,"Elvari","Oval grab bar, 24"" L, stainless steel, satin finish",8B1-0012400,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
8B1-0013600,"Grab Bars","Bradley",8B1-0013600,"Elvari","Oval grab bar, 36"" L, stainless steel, satin finish",8B1-0013600,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
8B1-0014200,"Grab Bars","Bradley",8B1-0014200,"Elvari","Oval grab bar, 42"" L, stainless steel, satin finish",8B1-0014200,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
8B1-0014800,"Grab Bars","Bradley",8B1-0014800,"Elvari","Oval grab bar, 48"" L, stainless steel, satin finish",8B1-0014800,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
8B1-0013096,"Grab Bars","Bradley",8B1-0013096,"Elvari","Oval grab bar, 30"" L with 2 hooks, stainless steel, satin finish",8B1-0013096,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
8B1-2011896,"Grab Bars","Bradley",8B1-2011896,"Elvari","Oval grab bar with hook, 18"" L, stainless steel, peened satin finish",8B1-2011896,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
8B1-2012496,"Grab Bars","Bradley",8B1-2012496,"Elvari","Oval grab bar with hook, 24"" L, stainless steel, peened satin finish",8B1-2012496,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
8B1-2013696,"Grab Bars","Bradley",8B1-2013696,"Elvari","Oval grab bar with hook, 36"" L, stainless steel, peened satin finish",8B1-2013696,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
8B1-2014296,"Grab Bars","Bradley",8B1-2014296,"Elvari","Oval grab bar with hook, 42"" L, stainless steel, peened satin finish",8B1-2014296,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
8B1-2014896,"Grab Bars","Bradley",8B1-2014896,"Elvari","Oval grab bar with hook, 48"" L, stainless steel, peened satin finish",8B1-2014896,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-963,"Baby Changing Stations","Bradley",963,"Baby Changing Station","Horizontal surface-mounted baby changing station, HDPE, gray/white speckled",BR-963,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-6B1-110000,"Soap & Sanitizer Dispensers","Bradley",6B1-110000,"Elvari","Manual liquid soap / gel sanitizer dispenser, surface-mounted, satin stainless",BR-6B1-110000,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-6B1-110073,"Soap & Sanitizer Dispensers","Bradley",6B1-110073,"Elvari","Manual foam soap / foam sanitizer dispenser, surface-mounted, satin stainless",BR-6B1-110073,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-6B1-000000,"Soap & Sanitizer Dispensers","Bradley",6B1-000000,"Elvari","Manual liquid soap / gel sanitizer dispenser, recessed, satin stainless",BR-6B1-000000,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-2B1-113400,"Paper Towel Dispensers","Bradley",2B1-113400,"Elvari","Surface-mounted towel dispenser, small capacity, satin stainless",BR-2B1-113400,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-2B1-110000,"Paper Towel Dispensers","Bradley",2B1-110000,"Elvari","Surface-mounted towel dispenser, medium capacity, satin stainless",BR-2B1-110000,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-2B1-113600,"Paper Towel Dispensers","Bradley",2B1-113600,"Elvari","Surface-mounted towel dispenser, large capacity, satin stainless",BR-2B1-113600,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-3B1-003400,Waste Receptacles,"Bradley",3B1-003400,"Elvari","Recessed waste receptacle, 8 gallon, satin stainless",BR-3B1-003400,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-3B1-000000,Waste Receptacles,"Bradley",3B1-000000,"Elvari","Recessed waste receptacle, 12 gallon, satin stainless",BR-3B1-000000,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-3B1-003600,Waste Receptacles,"Bradley",3B1-003600,"Elvari","Recessed waste receptacle, 18 gallon, satin stainless",BR-3B1-003600,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-3B1-113400,Waste Receptacles,"Bradley",3B1-113400,"Elvari","Surface-mounted waste receptacle, 10 gallon, satin stainless",BR-3B1-113400,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-3B1-110000,Waste Receptacles,"Bradley",3B1-110000,"Elvari","Surface-mounted waste receptacle, 14 gallon, satin stainless",BR-3B1-110000,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-3B1-113600,Waste Receptacles,"Bradley",3B1-113600,"Elvari","Surface-mounted waste receptacle, 18 gallon, satin stainless",BR-3B1-113600,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-4781-11,"Napkin Disposal & Vendors","Bradley",4781-11,"BradEX","Commercial sanitary napkin disposal, surface-mounted stainless steel",BR-4781-11,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-4B2-110000,"Napkin Disposal & Vendors","Bradley",4B2-110000,"Elvari","Surface-mounted napkin disposal, satin stainless steel",BR-4B2-110000,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-9B1-110000,"Hooks & Small Accessories","Bradley",9B1-110000,"Elvari","Single robe hook, satin stainless steel",BR-9B1-110000,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-9B1-110200,"Hooks & Small Accessories","Bradley",9B1-110200,"Elvari","Double robe hook, satin stainless steel",BR-9B1-110200,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ACRO-CG-SS14,"Wall Protection","Construction Specialties",SSM,"Acrovyn/Stainless","Stainless steel heavy-duty corner guard, brushed finish, 14 gauge",ACRO-CG-SS14,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
XL-SB,"Hand Dryers","Excel Dryer",XL-SB,XLERATOR,"High-speed hand dryer, surface-mounted, brushed stainless steel cover",XL-SB,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
MAIL-SLOT-SS,Postal Specialties,"Generic",Mail Slot,Postal Specialties,"Wall or door mail slot with stainless steel finish and trim allowance",MAIL-SLOT-SS,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
FT-REC,"Specialty Accessories","Generic",Recessed Facial Tissue,"Facial Tissue Dispenser","Recessed facial tissue dispenser, stainless steel allowance",FT-REC,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
JL-1013G10,"Fire Protection Specialties","JL Industries",1013G10,"Ambassador","Surface-mounted steel fire extinguisher cabinet, full glass door, white powder-coated steel trim and tub",JL-1013G10,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
JL-1017F10FX,"Fire Protection Specialties","JL Industries",1017F10FX,"Ambassador","Fire-rated semi-recessed steel fire extinguisher cabinet for rated wall assemblies",JL-1017F10FX,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
KOALA-KB300-MB,"Baby Changing Stations","Koala Kare / Bobrick",KB300-MB,"Koala Kare","Horizontal surface-mounted baby changing station, matte black",KOALA-KB300-MB,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
PR-FVEC,"Fire Protection Specialties","Potter Roemer","Valve and Extinguisher Cabinet","Architectural","Combination fire valve and extinguisher cabinet for recessed wall installation",PR-FVEC,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
SCR-ECL-OH-HIGH,"Toilet Partitions","Scranton Products","Overhead Braced High Privacy",Eclipse,"HDPE toilet compartment, floor-mounted overhead-braced, high privacy doors and panels",SCR-ECL-OH-HIGH,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
SCR-HH-OH,"Toilet Partitions","Scranton Products","Overhead Braced","Hiny Hiders","HDPE toilet compartment, standard floor-mounted overhead-braced configuration",SCR-HH-OH,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ULINE-H-6814,"Storage Shelving","Uline","Solid Stainless Steel Shelving",H-6814,"Solid stainless steel shelving unit, 48"" W x 18"" D x 63"" H, 4 shelves, 18-gauge Type 304 stainless steel",ULINE-H-6814,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ULINE-H-5467,"Storage Shelving","Uline","Solid Stainless Steel Shelving",H-5467,"Solid stainless steel shelving unit, 48"" W x 18"" D x 72"" H, 4 shelves, 18-gauge Type 304 stainless steel",ULINE-H-5467,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BOB-B4998,"Grab Bars","Bobrick",B-4998,"Swing-Up Grab Bars","Swing-up grab bar, stainless steel, wall-mounted ADA specialty application",BOB-B4998,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
CS-CO8-4,"Wall Protection","Construction Specialties",CO-8,"Stainless Steel Corner Guards","Stainless steel surface-mounted corner guard, 4 ft, Type 304, #4 satin finish",CS-CO8-4,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
CS-CO8-8,"Wall Protection","Construction Specialties",CO-8,"Stainless Steel Corner Guards","Stainless steel surface-mounted corner guard, 8 ft, Type 304, #4 satin finish",CS-CO8-8,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
LAR-2409-R4,"Fire Protection Specialties","Larsen's Manufacturing",2409-R4,"Architectural","Fire extinguisher cabinet, fully recessed, white steel, clear acrylic door",LAR-2409-R4,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
LAR-2409-SM,"Fire Protection Specialties","Larsen's Manufacturing",2409-SM,"Architectural","Fire extinguisher cabinet, surface-mounted, white steel, clear acrylic door",LAR-2409-SM,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ULINE-H-6840,"Shelving","Uline",Wall Shelf,"Stainless Steel Shelving","Wall-mounted stainless steel utility shelf allowance",ULINE-H-6840,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
TRIMCO-KE31-1-630,"Door & Frame Protection","Trimco",KE31-1,"KE Series Edge Guard","90-degree edge guard for non-beveled stile on single-acting door, satin stainless steel, 42"" length",TRIMCO-KE31-1-630,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
TRIMCO-KE33-1-630,"Door & Frame Protection","Trimco",KE33-1,"KE Series Edge Guard","90-degree edge guard, satin stainless steel, 42"" length, commercial door edge protection",TRIMCO-KE33-1-630,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ROCK-310B-42-630,"Door & Frame Protection",Rockwood,310B,"Door Edge","3-sided door edge guard, 42"" length, satin stainless steel",ROCK-310B-42-630,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ROCK-PULL-107X70C-630,"Door & Frame Protection",Rockwood,107 x 70C,Pull Plate,"Pull handle with push/pull plate, satin stainless steel, commercial door accessory",ROCK-PULL-107X70C-630,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ROCK-FRAME-GUARD-630,"Door & Frame Protection",Rockwood,"Frame Guard","Door Frame Protection","Stainless steel frame guard / frame protection plate allowance for high-abuse openings",ROCK-FRAME-GUARD-630,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-BRKT-SS-CONT-LF,"Toilet Partition Components","ASI Global Partitions","Stainless Steel Continuous U Bracket","Partition Hardware","Stainless steel continuous U bracket for toilet partition panels and pilasters",ASI-BRKT-SS-CONT-LF,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-BRKT-STIRRUP-SS,"Toilet Partition Components","ASI Global Partitions","Stainless Steel Stirrup Bracket","Partition Hardware","Stainless steel stirrup bracket for partition panel or pilaster mounting",ASI-BRKT-STIRRUP-SS,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-BRKT-STIRRUP-ZAMAC,"Toilet Partition Components","ASI Global Partitions","Chrome Plated Zamac Stirrup Bracket","Partition Hardware","Chrome-plated zamac stirrup bracket for powder-coated, stainless, or laminate partitions",ASI-BRKT-STIRRUP-ZAMAC,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-SHOE-SS,"Toilet Partition Components","ASI Global Partitions","Stainless Steel Shoe","Partition Hardware","Stainless steel pilaster shoe for floor-mounted toilet partition pilaster",ASI-SHOE-SS,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-HINGE-WRAP-SS,"Toilet Partition Components","ASI Global Partitions","Stainless Steel Wrap-Around Hinge","Partition Hardware","Stainless steel wrap-around hinge set for toilet partition door",ASI-HINGE-WRAP-SS,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-HINGE-CONT-SS-LF,"Toilet Partition Components","ASI Global Partitions","Continuous Stainless Steel Hinge","Partition Hardware","Continuous stainless steel hinge for toilet partition door, privacy or heavy-duty application",ASI-HINGE-CONT-SS-LF,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-LATCH-ZAMAC,"Toilet Partition Components","ASI Global Partitions","Zamac Surface Mounted Slide Latch","Partition Hardware","Chrome-plated zamac surface-mounted slide latch for toilet partition door",ASI-LATCH-ZAMAC,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-LATCH-SS,"Toilet Partition Components","ASI Global Partitions","Stainless Steel Surface Mounted Slide Latch","Partition Hardware","Stainless steel surface-mounted slide latch for toilet partition door",ASI-LATCH-SS,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-LATCH-PRIV-SS,"Toilet Partition Components","ASI Global Partitions","Integrated Privacy Stainless Steel Latch","Integrated Privacy Hardware","Integrated Privacy stainless steel latch for zero-sightline toilet partition doors",ASI-LATCH-PRIV-SS,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-40-8275210,"Toilet Partition Components","ASI Global Partitions",40-8275210,"Replacement Parts","Stainless steel end pilaster-to-wall bracket kit for phenolic partitions",ASI-40-8275210,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-40-8515220,"Toilet Partition Components","ASI Global Partitions",40-8515220,"Replacement Parts","Zamac end pilaster-to-wall bracket kit for powder-coated and stainless steel partitions",ASI-40-8515220,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BOB-HDW-STD-SS,"Toilet Partition Components","Bobrick","Standard Concealed Hardware","MetroSeries Hardware","Standard concealed stainless steel partition hardware package with barrel hinges, latch, keeper, bracket, coat hook, and pulls",BOB-HDW-STD-SS,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BOB-HINGE-BARREL-SS,"Toilet Partition Components","Bobrick","Barrel Hinge","Partition Hardware","Stainless steel barrel hinge set for Bobrick toilet partition doors",BOB-HINGE-BARREL-SS,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BOB-LATCH-KEEPER-SS,"Toilet Partition Components","Bobrick","Latch and Keeper","Partition Hardware","Stainless steel latch and keeper set for toilet partition doors",BOB-LATCH-KEEPER-SS,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
SCR-TUFF-HANDLE-ADA,"Locker Accessories","Scranton Products","Ergonomic ADA Handle","Tufftec Accessories","Ergonomic ADA-compliant handle for Tufftec HDPE lockers",SCR-TUFF-HANDLE-ADA,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BOB-B-369,"Recessed Washroom Accessories","Bobrick",B-369,"ClassicSeries","Recessed paper towel dispenser and waste receptacle, satin stainless steel, 2 gallon waste capacity",BOB-B-369,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BOB-B-4369,"Recessed Washroom Accessories","Bobrick",B-4369,"ConturaSeries","Recessed paper towel dispenser and waste receptacle with TowelMate and LinerMate, satin stainless steel, 3 gallon waste capacity",BOB-B-4369,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BOB-B-38032,"Recessed Washroom Accessories","Bobrick",B-38032,"TrimLineSeries","Semi-recessed paper towel dispenser and waste receptacle, stainless steel, shallow-profile trimline unit",BOB-B-38032,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BOB-B-3944,"Recessed Washroom Accessories","Bobrick",B-3944,"ClassicSeries","Recessed paper towel dispenser and waste receptacle, larger capacity, satin stainless steel",BOB-B-3944,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BOB-B-3942,"Recessed Washroom Accessories","Bobrick",B-3942,"ClassicSeries","Recessed convertible paper towel dispenser and waste receptacle, satin stainless steel",BOB-B-3942,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BOB-B-3961,"Recessed Washroom Accessories","Bobrick",B-3961,"ClassicSeries","Recessed automatic roll paper towel dispenser and waste receptacle, satin stainless steel",BOB-B-3961,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BOB-B-262,"Recessed Washroom Accessories","Bobrick",B-262,"ClassicSeries","Recessed paper towel dispenser, stainless steel, for C-fold or multifold towels",BOB-B-262,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BOB-B-359,"Recessed Washroom Accessories","Bobrick",B-359,"ClassicSeries","Recessed waste receptacle, stainless steel, removable waste container",BOB-B-359,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BOB-B-35633,"Recessed Washroom Accessories","Bobrick",B-35633,"TrimLineSeries","Semi-recessed waste receptacle, stainless steel, shallow profile",BOB-B-35633,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BOB-B-4388,"Recessed Washroom Accessories","Bobrick",B-4388,"ConturaSeries","Recessed multi-roll toilet tissue dispenser, satin stainless steel",BOB-B-4388,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BOB-B-347,"Recessed Washroom Accessories","Bobrick",B-347,"ClassicSeries","Recessed toilet tissue dispenser, stainless steel, dual-roll application",BOB-B-347,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BOB-B-301,"Recessed Washroom Accessories","Bobrick",B-301,"ClassicSeries","Recessed toilet seat cover dispenser, stainless steel",BOB-B-301,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BOB-B-353,"Recessed Washroom Accessories","Bobrick",B-353,"ClassicSeries","Recessed sanitary napkin disposal, stainless steel",BOB-B-353,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BOB-B-354,"Recessed Washroom Accessories","Bobrick",B-354,"ClassicSeries","Recessed sanitary napkin disposal, stainless steel, removable container",BOB-B-354,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BOB-B-4353,"Recessed Washroom Accessories","Bobrick",B-4353,"ConturaSeries","Recessed sanitary napkin disposal, satin stainless steel, Contura style",BOB-B-4353,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-0215,"Recessed Washroom Accessories","American Specialties Inc.",215,"Roval Collection","Recessed paper towel dispenser and waste receptacle, stainless steel",ASI-0215,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-0469,"Recessed Washroom Accessories","American Specialties Inc.",469,Waste Receptacles,"Recessed waste receptacle, stainless steel, removable waste container",ASI-0469,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-0030,"Recessed Washroom Accessories","American Specialties Inc.",30,"Toilet Tissue Dispensers","Recessed toilet tissue dispenser, stainless steel",ASI-0030,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-0473,"Recessed Washroom Accessories","American Specialties Inc.",473,"Sanitary Disposal","Recessed sanitary napkin disposal, stainless steel",ASI-0473,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-0477,"Recessed Washroom Accessories","American Specialties Inc.",477,"Napkin/Tampon Vendor","Recessed sanitary napkin / tampon vendor, stainless steel",ASI-0477,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-0031,"Recessed Washroom Accessories","American Specialties Inc.",31,"Seat Cover Dispensers","Recessed toilet seat cover dispenser, stainless steel",ASI-0031,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-234,"Recessed Washroom Accessories","Bradley",234,"Series 200","Recessed waste receptacle, 12 gallon capacity, stainless steel",BR-234,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-2A02,"Recessed Washroom Accessories","Bradley",2A02,Diplomat,"Recessed sensored roll towel dispenser, stainless steel",BR-2A02,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-5A00,"Recessed Washroom Accessories","Bradley",5A00,Diplomat,"Recessed dual-roll toilet tissue dispenser, stainless steel",BR-5A00,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-5B1-003600,"Recessed Washroom Accessories","Bradley",5B1-003600,"Elvari","Recessed toilet seat cover dispenser, large capacity, satin stainless steel",BR-5B1-003600,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-5B2-000000,"Recessed Washroom Accessories","Bradley",5B2-000000,"Elvari","Recessed dual-roll toilet tissue dispenser, satin stainless steel",BR-5B2-000000,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
LAR-2409-R2,"Fire Protection Accessories","Larsen's Manufacturing",2409-R2,"Architectural Cabinet","Recessed fire extinguisher cabinet for 10 lb extinguisher, white baked enamel, full clear acrylic door",LAR-2409-R2,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
JL-1017F10FX,"Fire Protection Accessories","JL Industries",1017F10FX,"Ambassador Fire-Rated","Fire-rated semi-recessed fire extinguisher cabinet for rated wall assembly applications",JL-1017F10FX,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
FEC-TRIM-RETURN,"Fire Protection Accessories","Allowance","Cabinet Trim Return","Cabinet Parts","Cabinet trim return / replacement trim allowance for recessed or semi-recessed fire extinguisher cabinets",FEC-TRIM-RETURN,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
KNOX-3200-SM-BLK,"Fire Protection Accessories","Knox","KnoxBox 3200 Surface Mount","KnoxBox","KnoxBox 3200 high-security key box, surface mount, black, mechanical lock configuration",KNOX-3200-SM-BLK,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BOB-B-8397,"Facial Tissue Dispensers","Bobrick",B-8397,"ClassicSeries","Surface-mounted facial tissue dispenser, type 304 stainless steel, satin finish, concealed lock, dispenses one 100-count tissue box",BOB-B-8397,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-0264,"Facial Tissue Dispensers","American Specialties Inc.",264,"Facial Tissue Dispenser","Surface-mounted facial tissue dispenser, stainless steel allowance",ASI-0264,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BOB-B-544,"Toilet Brush Holders","Bobrick",B-544,"ClassicSeries","Surface-mounted toilet brush and holder, type 304 stainless steel, satin finish, removable leakproof liner",BOB-B-544,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BOB-B-5446,"Toilet Brush Holders","Bobrick",B-5446,"ClassicSeries","Surface-mounted toilet brush and holder, bright polished stainless steel finish, removable liner",BOB-B-5446,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-0730,"Toilet Brush Holders","American Specialties Inc.",730,"Custodial / Toilet Accessories","Toilet brush and holder, surface-mounted stainless steel allowance",ASI-0730,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BOB-B-212,"Hooks & Small Accessories","Bobrick",B-212,"ClassicSeries","Surface-mounted single robe hook, stainless steel",BOB-B-212,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BOB-B-211,"Hooks & Small Accessories","Bobrick",B-211,"ClassicSeries","Surface-mounted double robe hook, stainless steel allowance",BOB-B-211,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-7340,"Hooks & Small Accessories","American Specialties Inc.",7340,Robe Hook,"Single robe hook, stainless steel allowance",ASI-7340,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-7345,"Hooks & Small Accessories","American Specialties Inc.",7345,Robe Hook,"Double robe hook, stainless steel allowance",ASI-7345,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-74022,"Shower Accessories","American Specialties Inc.",74022,"Shower Seat","Folding shower seat, phenolic seat top, stainless steel frame allowance",ASI-74022,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BOB-B-2250,"Waste & Recycling Receptacles","Bobrick",B-2250,"ClassicSeries","Floor-standing 13 gallon stainless steel waste receptacle with swing top, self-closing doors, liner hooks, vinyl wall bumper, and rubber feet",BOB-B-2250,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BOB-B-2300,"Waste & Recycling Receptacles","Bobrick",B-2300,"ClassicSeries","Floor-standing stainless steel waste receptacle allowance for commercial washroom or lobby use",BOB-B-2300,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BOB-B-2400,"Waste & Recycling Receptacles","Bobrick",B-2400,"ClassicSeries","Floor-standing stainless steel waste receptacle, larger commercial washroom/lobby allowance",BOB-B-2400,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-0828,"Waste & Recycling Receptacles","American Specialties Inc.",828,Waste Receptacles,"Floor-standing stainless steel waste receptacle allowance for commercial toilet room or lobby use",ASI-0828,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-0834,"Waste & Recycling Receptacles","American Specialties Inc.",834,Waste Receptacles,"Floor-standing round stainless steel waste receptacle allowance",ASI-0834,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
ASI-0839,"Waste & Recycling Receptacles","American Specialties Inc.",839,Waste Receptacles,"Floor-standing waste receptacle with swing top allowance, stainless steel",ASI-0839,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-377-36,"Waste & Recycling Receptacles","Bradley",377-36,Waste Receptacles,"36 gallon freestanding stainless steel waste receptacle allowance",BR-377-36,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-377-44,"Waste & Recycling Receptacles","Bradley",377-44,Waste Receptacles,"44 gallon freestanding stainless steel waste receptacle allowance",BR-377-44,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
SAL-4550S,"Postal Accessories","Salsbury Industries",4550S,Mail Slot,"Stainless steel mail slot with front and rear plates",SAL-4550S,0.790,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
BR-781-6024,"Mirrors","Bradley",781 6024,"Channel Frame","Channel frame mirror, 60 in x 24 in",BR-781-6024,0.770,"single_row|method=fallback_single_token|attrs_extracted|no_conflicts"
